word,coefficient
enron,32.4805207478537
vince,14.960631517076145
louise,14.156234161364079
thanks,11.840802105192285
energy,10.900393425113153
houston,10.56969191214979
schedule,9.990244172003047
power,9.801244528966429
pm,9.429293943746694
question,9.226049012780924
