word,coefficient
account,9.515924619683389
power,9.801244528966429
money,9.905483716895901
schedule,9.990244172003047
houston,10.56969191214979
energy,10.900393425113153
thanks,11.840802105192285
louise,14.156234161364079
vince,14.960631517076145
enron,32.4805207478537
