word,coefficient
gpgfin,0.0
exhibit,0.00018777508482004123
roll,0.0005385417677710773
opening,0.0007237920772858975
hodges,0.0011003466119790153
intention,0.0012000888381089787
fiscal,0.0012075639588395822
jose,0.0012103397892288506
telecommunication,0.0023412296972339123
sole,0.0023820669379098053
